TDryBul;oveHeaPumY_u;reaTZon_y;logistic(oveHeaPumY_u);reaPHeaPum_y
278.25;0.34556485;293.152705;1;1790.834502
278.2465278;0.340693561;293.2322406;1;1784.07937
278.25;0.312044606;293.3026402;1;1727.52662
278.31875;0.262732563;293.2965929;1;1628.00843
278.35;0.219057073;293.3202411;1;1538.911425
278.3;0.866802341;293.4186925;1;2918.054159
278.25;1;293.6572985;1;3247.513375
278.2;1;293.9590108;1;3279.968275
278.15;1;294.2787851;1;3306.171534
278.1;1;294.5931758;1;3328.506782
278.05;1;294.8929787;1;3347.963928
278;1;295.1765323;1;3365.090392
277.95;0.977862625;295.4483429;1;3328.930431
278.0666667;0.87476923;295.6919498;1;3096.427143
278.25;0.700003927;295.8837593;1;2689.523744
278.2916667;0.470285674;296.0021396;1;2151.074092
278.35;0.208724791;296.0271833;1;1554.005539
278.4880952;0;295.9310542;0.006692851;0
278.65;0;295.7166492;0.006692851;0
278.8098214;0;295.4826808;0.006692851;0
279.05;0;295.2751616;0.006692851;0
279.4791667;0;295.0880577;0.006692851;0
279.95;0.027937882;294.9963839;0.999872713;1153.855823
280.3513021;0.078606403;294.94943;1;1261.858635
280.75;0.141125084;294.9284014;1;1397.478607
281.2820313;0;294.8705174;0.006692851;0
281.65;0;294.7454631;0.006692851;0
281.4320313;0;294.5702046;0.006692851;0
281.05;0;294.384807;0.006692851;0
280.7967188;0;294.2747884;0.006692851;0
280.55;0;294.1218681;0.006692851;0
280.3233333;0;293.9738775;0.006692851;0
280.15;0;293.8351417;0.006692851;0
280.1083333;0;293.7103868;0.006692851;0
280.15;0;293.5982175;0.006692851;0
280.2733333;0;293.4952199;0.006692851;0
280.35;0;293.4019098;0.006692851;0
280.0869231;0;293.3001842;0.006692851;0
279.75;0;293.1843503;0.006692851;0
279.5480769;0;293.0740299;0.006692851;0
279.45;0.028307038;293.0287861;0.999894165;1151.031567
279.5136364;0.066933414;293.0076213;1;1228.089954
279.65;0.110705251;293.0003498;1;1316.62243
279.8149351;0.155963878;293.0159229;1;1409.799696
280.05;0.195408353;293.0551891;1;1493.389695
280.5161654;0.221888311;293.1188164;1;1553.908443
281.05;0.228062022;293.2004289;1;1573.85322
281.4007989;0.208852732;293.280252;1;1537.826251
281.55;0.165785978;293.3420489;1;1447.744232
281.163058;0.105081456;293.3591286;1;1316.406351
280.75;0.041488894;293.3222539;0.999999855;1181.183891
280.7949777;0;293.2546372;0.006692851;0
280.85;0;293.1764781;0.006692851;0
280.6814286;0.695964534;293.2455925;1;2574.572819
280.65;1;293.5661571;1;3296.764179
281.1066667;1;294.0653996;1;3365.204751
281.65;1;294.6796403;1;3431.773809
282.0833333;1;295.3103259;1;3491.465247
282.45;0.920367964;295.8652618;1;3343.017247
282.6078947;0.678042622;296.1780283;1;2751.780737
282.65;0.353995794;296.3705645;1;1947.171268
282.6211962;0;296.4172443;0.006692851;0
282.45;0;296.3006682;0.006692851;0
280.5380519;0;296.0386724;0.006692851;0
279.05;0;295.742751;0.006692851;0
279.8789098;0;295.6953311;0.006692851;0
280.75;0;295.7506005;0.006692851;0
281.4712551;0;295.8458698;0.006692851;0
282.15;0;295.9254306;0.006692851;0
282.7148352;0;295.9614561;0.006692851;0
282.95;0;295.9120802;0.006692851;0
282.8774725;0;295.7692236;0.006692851;0
282.75;0;295.5923957;0.006692851;0
282.6216346;0;295.4173224;0.006692851;0
282.45;0;295.2515534;0.006692851;0
282.1640625;0;295.0802051;0.006692851;0
281.85;0;294.9131011;0.006692851;0
281.6011161;0;294.7585107;0.006692851;0
281.35;0;294.6165599;0.006692851;0
280.8723214;0;294.4747712;0.006692851;0
280.35;0;294.3269409;0.006692851;0
280.0479167;0;294.1893668;0.006692851;0
279.95;0;294.0666097;0.006692851;0
280.1083333;0;293.9602114;0.006692851;0
280.25;0;293.8641447;0.006692851;0
280.25;0;293.766941;0.006692851;0
280.25;0;293.6714788;0.006692851;0
280.25;0;293.5781732;0.006692851;0
280.25;0;293.4866594;0.006692851;0
279.9525;0;293.3888961;0.006692851;0
279.55;0;293.2786619;0.006692851;0
279.3986364;0;293.1752958;0.006692851;0
279.25;0;293.0758423;0.006692851;0
278.9082386;0.027219977;293.0794267;0.999817757;1148.64974
278.65;0.048212756;293.0708258;0.999999995;1189.443241
278.665625;0.072395046;293.0498529;1;1237.087415
278.75;0.103487812;293.0365099;1;1299.026549
278.85;0.138201995;293.0346948;1;1369.001962
278.95;0.172884308;293.0494612;1;1439.894616
279.05;0.202307643;293.082312;1;1501.18747
279.15;0.220971511;293.1358273;1;1541.38561
279.128125;0.222547564;293.206552;1;1545.891221
279.15;0.20204573;293.2841549;1;1505.11191
279.815625;0.15791911;293.3816513;1;1419.401338
280.65;0.083548891;293.4747193;1;1268.946904
281.1395833;0;293.4873178;0.006692851;0
281.55;0;293.4746818;0.006692851;0
281.8242754;0;293.4941708;0.006692851;0
281.95;0;293.5771428;0.006692851;0
281.525286;0;293.7649918;0.006692851;0
281.15;0;293.975861;0.006692851;0
281.6055199;0;294.209367;0.006692851;0
282.15;0;294.3968462;0.006692851;0
282.4006879;0;294.5092965;0.006692851;0
282.45;0;294.489353;0.006692851;0
281.4901528;0;294.3342541;0.006692851;0
280.45;0;294.1744473;0.006692851;0
281.0857447;0;294.1177412;0.006692851;0
281.65;0;294.1101506;0.006692851;0
281.014;0;294.0382639;0.006692851;0
280.45;0;293.9087306;0.006692851;0
280.2369091;0;293.7646434;0.006692851;0
280.05;0;293.6246183;0.006692851;0
279.9003409;0;293.4822282;0.006692851;0
279.75;0;293.3439768;0.006692851;0
279.399375;0;293.20679;0.006692851;0
279.15;0;293.079165;0.006692851;0
279.2789063;0.027631756;293.0103201;0.999851663;1149.362295
279.45;0.072977964;292.9763004;1;1239.769324
279.5846354;0.126788815;292.9648605;1;1348.469318
279.65;0.182902675;292.9783553;1;1463.381839
279.4408333;0.233721335;293.0079328;1;1567.050516
279.15;0.274862631;293.0479851;1;1650.726979
278.9775;0.303464468;293.1064259;1;1710.404707
278.85;0.313614676;293.1729742;1;1732.726468
278.80875;0.303394994;293.240196;1;1713.579176
278.85;0.272975113;293.3042077;1;1652.743924
279.01875;0.223512204;293.3534607;1;1552.681052
279.15;0.160011362;293.3778483;1;1422.453041
279.15;0.09043748;293.3655865;1;1279.065369
279.15;0.026374616;293.3178935;0.999721916;1148.207765
279.15;0;293.2231844;0.006692851;0
279.15;0;293.0844482;0.006692851;0
278.7225;0.026602356;292.9634377;0.999751837;1147.433409
278.25;0.088621566;292.8613334;1;1268.69483
278.1833333;0.180326754;292.8019547;1;1449.946973
278.15;0.287709295;292.795662;1;1665.807458
278.1374359;0.394325327;292.7884887;1;1885.618934
278.15;0.503137399;292.9009092;1;2116.970675
278.3803419;0.572243607;293.110863;1;2276.321086
278.85;0.573487029;293.3995411;1;2299.815553
279.8653595;0.484190804;293.7363205;1;2134.06291
280.75;0.291455687;294.0182;1;1728.002092
280.7272331;0.016901721;294.0951657;0.969256792;1130.994329
280.65;0;294.0470934;0.006692851;0
280.8001425;0;293.9809824;0.006692851;0
281.05;0;293.9248768;0.006692851;0
281.6239316;0;293.8919813;0.006692851;0
282.15;0;293.971868;0.006692851;0
282.2972222;0;294.2410896;0.006692851;0
282.45;0;294.4916234;0.006692851;0
282.7;0;294.7091121;0.006692851;0
282.95;0;294.8759578;0.006692851;0
283.2;0;294.993437;0.006692851;0
283.45;0;294.9791666;0.006692851;0
283.5357143;0;294.7396422;0.006692851;0
283.55;0;294.5593693;0.006692851;0
283.8357143;0;294.5517162;0.006692851;0
284.05;0;294.4975948;0.006692851;0
283.8824176;0;294.3610563;0.006692851;0
283.55;0;294.2098332;0.006692851;0
283.1811538;0;294.0513305;0.006692851;0
282.75;0;293.8977613;0.006692851;0
282.2066667;0;293.8139444;0.006692851;0
281.65;0;293.6832086;0.006692851;0
281.1533333;0;293.5538963;0.006692851;0
280.75;0;293.4208848;0.006692851;0
280.526875;0;293.2923388;0.006692851;0
280.45;0;293.1763906;0.006692851;0
280.415625;0;293.0689137;0.006692851;0
280.45;0.029699753;293.0224617;0.999947249;1154.978244
280.55;0.070283857;293.0027472;1;1237.706969
280.65;0.115445432;293.0010987;1;1330.863953
280.75;0.160198252;293.0228668;1;1424.609159
280.85;0.197249791;293.0653856;1;1503.856524
281.0214286;0.220508187;293.124057;1;1555.957916
281.25;0.225357522;293.1998595;1;1570.243993
281.5119048;0.206609539;293.2778125;1;1534.085677
281.75;0.16436814;293.3426936;1;1446.127136
281.7738095;0.103316;293.3768841;1;1315.34309
281.75;0.03354124;293.3698464;0.999992272;1166.068934
281.8178571;0;293.3143043;0.006692851;0
281.95;0;293.2223701;0.006692851;0
282.15;0;293.1252128;0.006692851;0
282.35;0.012294018;293.060599;0.758964175;1120.846662
282.55;0.042345006;292.9589246;0.999999905;1184.91385
282.75;0.10475135;292.9425342;1;1319.251534
282.86875;0.86781062;293.075804;1;3034.868421
283.05;1;293.4271623;1;3407.975955
283.5171875;1;293.9126564;1;3479.525419
284.05;1;294.4427827;1;3548.000208
284.5028125;1;294.9619636;1;3609.171313
284.95;1;295.4664132;1;3667.359685
285.3773214;0.879853578;295.9452386;1;3392.547261
285.75;0.617340728;296.3493337;1;2707.763445
285.7609023;0.237335876;296.6109355;1;1703.266227
285.65;0;296.6680017;0.006692851;0
285.902193;0;296.598838;0.006692851;0
286.15;0;296.4780684;0.006692851;0
285.9119048;0;296.2807162;0.006692851;0
285.65;0;296.0908789;0.006692851;0
286.0245536;0;295.9863871;0.006692851;0
286.35;0;295.903012;0.006692851;0
286.1385417;0;295.7958209;0.006692851;0
285.95;0;295.6753054;0.006692851;0
285.9494048;0;295.5565975;0.006692851;0
285.95;0;295.4351381;0.006692851;0
285.9297619;0;295.3064685;0.006692851;0
285.85;0;295.1783193;0.006692851;0
285.3625;0;295.036859;0.006692851;0
284.75;0;294.8804043;0.006692851;0
284.447549;0;294.8022752;0.006692851;0
284.15;0;294.6766992;0.006692851;0
283.5864253;0;294.5450241;0.006692851;0
283.05;0;294.4181605;0.006692851;0
283.0782805;0;294.3114702;0.006692851;0
283.15;0;294.2127586;0.006692851;0
282.7794118;0;294.1028992;0.006692851;0
282.45;0;293.9915288;0.006692851;0
282.3125;0;293.8863605;0.006692851;0
282.25;0;293.7875514;0.006692851;0
282.25;0;293.7062212;0.006692851;0
282.25;0;293.6309865;0.006692851;0
282.25;0;293.5525993;0.006692851;0
282.25;0;293.4753545;0.006692851;0
281.9875;0;293.395008;0.006692851;0
281.65;0;293.3042449;0.006692851;0
281.5;0;293.2144139;0.006692851;0
281.35;0;293.1208148;0.006692851;0
281.2;0.01343552;293.1362809;0.847840085;1122.635814
281.05;0.016777945;293.1386998;0.967358116;1129.331344
281.0916667;0.020047077;293.1100872;0.993461831;1136.05535
281.25;0.033451539;293.0832596;0.999991917;1163.891459
281.1833333;0.05481503;293.0043986;1;1207.995961
281.35;0.102438503;293.0056176;1;1307.585827
281.9;0.84569229;293.175514;1;2943.969418
282.45;1;293.5802954;1;3375.297715
283;1;294.1128131;1;3451.419443
283.55;1;294.6803712;1;3521.263541
284.2928571;1;295.2155741;1;3596.001365
285.05;0.953567619;295.7335864;1;3547.114881
285.2071429;0.752591081;296.2065524;1;3038.624779
285.35;0.411977046;296.6376371;1;2147.157549
285.9552632;0;297.0208457;0.006692851;0
286.65;0;297.284404;0.006692851;0
287.5166118;0;297.5085975;0.006692851;0
288.25;0;297.6804504;0.006692851;0
288.6340461;0;297.7972071;0.006692851;0
288.95;0;297.8795952;0.006692851;0
289.2815789;0;297.9208744;0.006692851;0
289.55;0;297.8885339;0.006692851;0
289.4222222;0;297.7416802;0.006692851;0
289.15;0;297.5720693;0.006692851;0
289.1849206;0;297.4462501;0.006692851;0
289.15;0;297.3070223;0.006692851;0
288.7628571;0;297.1390653;0.006692851;0
288.35;0;296.9634239;0.006692851;0
288.11125;0;296.7915165;0.006692851;0
287.85;0;296.6297292;0.006692851;0
287.5145833;0;296.5466425;0.006692851;0
287.15;0;296.4111202;0.006692851;0
286.7516667;0;296.2743053;0.006692851;0
286.35;0;296.1438467;0.006692851;0
286.0066667;0;296.0234281;0.006692851;0
285.65;0;295.90516;0.006692851;0
285.125641;0;295.7792125;0.006692851;0
284.55;0;295.6502952;0.006692851;0
284.0653846;0;295.5267162;0.006692851;0
283.65;0;295.4070178;0.006692851;0
283.6785577;0;295.2995338;0.006692851;0
283.65;0;295.2050125;0.006692851;0
283.1039286;0;295.0946282;0.006692851;0
282.55;0;294.9764622;0.006692851;0
282.0379464;0;294.8589222;0.006692851;0
281.55;0;294.7405423;0.006692851;0
281.183125;0;294.6214457;0.006692851;0
280.85;0;294.5043736;0.006692851;0
280.310625;0;294.3831584;0.006692851;0
279.85;0;294.2579344;0.006692851;0
279.681625;0;294.1397898;0.006692851;0
279.55;0;294.0298763;0.006692851;0
279.3385455;0;293.8765342;0.006692851;0
279.15;0;293.7995142;0.006692851;0
279.5476285;0.508996725;293.9706631;1;2150.374599
280.55;0.854240357;294.3983469;1;2957.127346
281.6881039;1;295.0455153;1;3386.148744
282.95;0.998987002;295.8503135;1;3494.567207
284.4;0.748653055;296.7267145;1;2954.695259
285.85;0.231818664;297.4736847;1;1678.937133
287.0650794;0;298.0350067;0.006692851;0
287.95;0;298.467371;0.006692851;0
288.4683929;0;298.8317065;0.006692851;0
288.75;0;299.1247671;0.006692851;0
288.8179167;0;299.3732163;0.006692851;0
288.95;0;299.5982252;0.006692851;0
289.3895833;0;299.7896646;0.006692851;0
289.85;0;299.9291578;0.006692851;0
290.25625;0;299.9879199;0.006692851;0
290.45;0;299.9548409;0.006692851;0
290.4;0;299.8583447;0.006692851;0
290.35;0;299.7034411;0.006692851;0
290.3371806;0;299.5221039;0.006692851;0
290.25;0;299.3227573;0.006692851;0
289.9378194;0;299.1265944;0.006692851;0
289.55;0;298.9335478;0.006692851;0
289.2;0;298.738731;0.006692851;0
288.85;0;298.5521169;0.006692851;0
288.0285714;0;298.4383206;0.006692851;0
286.95;0;298.2547575;0.006692851;0
286.0776786;0;298.0796116;0.006692851;0
285.35;0;297.9131463;0.006692851;0
284.90625;0;297.7579424;0.006692851;0
284.65;0;297.6166094;0.006692851;0
284.45;0;297.4868691;0.006692851;0
284.25;0;297.3626094;0.006692851;0
284.05;0;297.2416083;0.006692851;0
283.85;0;297.1231845;0.006692851;0
283.53;0;297.0044652;0.006692851;0
283.15;0;296.8809853;0.006692851;0
282.85125;0;296.753156;0.006692851;0
282.55;0;296.6256446;0.006692851;0
282.18375;0;296.4985909;0.006692851;0
281.75;0;296.3699293;0.006692851;0
281.2144643;0;296.2379323;0.006692851;0
280.65;0;296.1015774;0.006692851;0
280.1689732;0;295.9625431;0.006692851;0
279.85;0;295.8248016;0.006692851;0
279.9348958;0;295.7078543;0.006692851;0
280.15;0;295.6107154;0.006692851;0
280.0057292;0;295.4619282;0.006692851;0
279.95;0;295.3848962;0.006692851;0
280.6294158;0.033382751;295.4670796;0.999991634;1164.888795
281.95;0;295.6405056;0.006692851;0
283.4900932;0;295.8638122;0.006692851;0
285.05;0;296.147447;0.006692851;0
286.7914286;0;296.4632756;0.006692851;0
288.25;0;296.8213458;0.006692851;0
288.7892857;0;297.1809047;0.006692851;0
289.05;0;297.5553148;0.006692851;0
289.5032143;0;297.9404972;0.006692851;0
289.95;0;298.2661985;0.006692851;0
290.215;0;298.4892322;0.006692851;0
290.45;0;298.6263584;0.006692851;0
291.1558929;0;298.7354368;0.006692851;0
291.85;0;298.7871512;0.006692851;0
292.0949405;0;298.7928692;0.006692851;0
292.15;0;298.7903946;0.006692851;0
292.0458333;0;298.8016829;0.006692851;0
291.95;0;298.7721407;0.006692851;0
292.0597222;0;298.7072045;0.006692851;0
292.15;0;298.6156848;0.006692851;0
291.9661111;0;298.5044443;0.006692851;0
291.65;0;298.384285;0.006692851;0
291.2815385;0;298.2543198;0.006692851;0
290.65;0;298.113291;0.006692851;0
289.2937247;0;298.0194555;0.006692851;0
287.85;0;297.8489078;0.006692851;0
286.840389;0;297.6913476;0.006692851;0
285.85;0;297.5404853;0.006692851;0
284.8762228;0;297.3885513;0.006692851;0
283.95;0;297.2356651;0.006692851;0
283.646875;0;297.0926241;0.006692851;0
283.55;0;296.9703538;0.006692851;0
282.765625;0;296.837641;0.006692851;0
282.05;0;296.6948774;0.006692851;0
281.88125;0;296.5655424;0.006692851;0
282.05;0;296.4550334;0.006692851;0
282.4912716;0;296.3648505;0.006692851;0
282.95;0;296.288069;0.006692851;0
283.3181034;0;296.2158393;0.006692851;0
283.35;0;296.1392622;0.006692851;0
282.6269231;0;296.0371596;0.006692851;0
281.75;0;295.9112639;0.006692851;0
281.1658401;0;295.7853727;0.006692851;0
280.65;0;295.6600862;0.006692851;0
280.2492823;0;295.5382411;0.006692851;0
280.15;0;295.4317065;0.006692851;0
280.5829545;0;295.3525751;0.006692851;0
281.05;0;295.299747;0.006692851;0
281.25;0.057717295;295.2928808;1;1216.403756
281.45;0.01519637;295.3320395;0.930744678;1126.975295
281.65;0;295.3926187;0.006692851;0
281.85;0;295.4290794;0.006692851;0
281.8161765;0;295.4335289;0.006692851;0
281.65;0;295.4317817;0.006692851;0
281.616636;0;295.446204;0.006692851;0
281.65;0;295.4736893;0.006692851;0
282.2080208;0;295.5216377;0.006692851;0
282.75;0;295.5861834;0.006692851;0
282.6771014;0;295.6217198;0.006692851;0
282.45;0;295.6314216;0.006692851;0
282.0552795;0;295.6236588;0.006692851;0
281.75;0;295.6012967;0.006692851;0
281.7758242;0;295.5807158;0.006692851;0
281.95;0;295.5598019;0.006692851;0
282.2384615;0;295.5328424;0.006692851;0
282.45;0;295.5231836;0.006692851;0
282.5;0;295.5242262;0.006692851;0
282.55;0;295.4784665;0.006692851;0
282.6;0;295.398875;0.006692851;0
282.65;0;295.3085495;0.006692851;0
282.559375;0;295.1998669;0.006692851;0
282.15;0;295.0727804;0.006692851;0
281.453125;0;294.9305256;0.006692851;0
280.75;0;294.7835269;0.006692851;0
280.15;0;294.6434328;0.006692851;0
279.55;0;294.5057394;0.006692851;0
278.95;0;294.366192;0.006692851;0
278.35;0;294.2273071;0.006692851;0
277.8659091;0;294.0929069;0.006692851;0
277.45;0;293.9606202;0.006692851;0
276.8590909;0;293.8228437;0.006692851;0
276.45;0;293.6832741;0.006692851;0
276.35;0;293.5552178;0.006692851;0
276.25;0;293.4302052;0.006692851;0
276.15;0;293.3071816;0.006692851;0
276.05;0;293.1901832;0.006692851;0
275.825;0;293.0733077;0.006692851;0
275.55;0.028851483;292.989712;0.999919385;1147.657834
275.36875;0.081117677;292.9289342;1;1243.393809
275.25;0.150476314;292.8861379;1;1371.44742
275.221875;0.231774745;292.8656015;1;1524.098339
275.25;0.318121112;292.8812399;1;1690.093654
275.303125;0.397967214;292.9356896;1;1848.175441
275.45;0.459537837;293.0230901;1;1976.104568
275.7591346;0.493240776;293.1467653;1;2054.605693
276.15;0.488027414;293.3096751;1;2057.412885
276.5346154;0.431979385;293.5136105;1;1954.992541
277.05;0.312699467;293.7570526;1;1721.431103
277.8681818;0.118411583;294.0355804;1;1333.381166
278.75;0;294.3149157;0.006692851;0
279.4974432;0;294.5981679;0.006692851;0
280.25;0;294.9187945;0.006692851;0
281.178125;0;295.2696824;0.006692851;0
282.05;0;295.6295505;0.006692851;0
282.678125;0;295.9789628;0.006692851;0
283.25;0;296.3137273;0.006692851;0
283.815625;0;296.6201345;0.006692851;0
284.35;0;296.8752064;0.006692851;0
284.825;0;297.0419927;0.006692851;0
285.25;0;297.1604467;0.006692851;0
285.65;0;297.2315976;0.006692851;0
286.05;0;297.2407037;0.006692851;0
286.45;0;297.1885635;0.006692851;0
286.85;0;297.0950142;0.006692851;0
287.109375;0;296.9704459;0.006692851;0
287.15;0;296.8245206;0.006692851;0
287.046875;0;296.6828427;0.006692851;0
286.85;0;296.5403466;0.006692851;0
286.6008929;0;296.3898845;0.006692851;0
286.25;0;296.2382189;0.006692851;0
285.7201299;0;296.0866842;0.006692851;0
285.05;0;295.9329539;0.006692851;0
284.2310606;0;295.7776256;0.006692851;0
283.45;0;295.6222768;0.006692851;0
282.867803;0;295.4746846;0.006692851;0
282.35;0;295.3337577;0.006692851;0
281.8563636;0;295.1967208;0.006692851;0
281.45;0;295.0637849;0.006692851;0
281.23;0;294.9389277;0.006692851;0
281.15;0;294.8237445;0.006692851;0
281.1535714;0;294.716181;0.006692851;0
281.15;0;294.6142362;0.006692851;0
281.0714286;0;294.5135874;0.006692851;0
280.85;0;294.4104833;0.006692851;0
280.5;0;294.3009061;0.006692851;0
280.15;0;294.1887496;0.006692851;0
279.8;0;294.073246;0.006692851;0
279.45;0;293.9560786;0.006692851;0
279.0545455;0;293.8377843;0.006692851;0
278.65;0;293.7169924;0.006692851;0
278.4329545;0;293.5988914;0.006692851;0
278.55;0;293.4984872;0.006692851;0
278.9390625;0;293.3694476;0.006692851;0
279.45;0;293.3282691;0.006692851;0
280.05;0;293.3406005;0.006692851;0
280.65;0;293.4052542;0.006692851;0
280.8716518;0;293.49523;0.006692851;0
281.25;0;293.6208978;0.006692851;0
282.1853383;0;293.8336097;0.006692851;0
283.15;0;294.0612749;0.006692851;0
284.0689474;0;294.2402998;0.006692851;0
284.95;0;294.42462;0.006692851;0
285.64;0;294.6570209;0.006692851;0
286.15;0;294.8011932;0.006692851;0
286.55;0;294.7922014;0.006692851;0
286.95;0;294.7752234;0.006692851;0
287.5533333;0;294.7990429;0.006692851;0
288.15;0;294.8405294;0.006692851;0
288.5333333;0;294.876189;0.006692851;0
288.75;0;294.8928973;0.006692851;0
288.8442708;0;294.8864982;0.006692851;0
288.85;0;294.8576757;0.006692851;0
288.778125;0;294.8125378;0.006692851;0
288.65;0;294.7607109;0.006692851;0
288.4351563;0;294.7027106;0.006692851;0
288.15;0;294.6288546;0.006692851;0
287.7515625;0;294.5303159;0.006692851;0
287.15;0;294.4168147;0.006692851;0
285.9840402;0;294.3548542;0.006692851;0
284.85;0;294.2198217;0.006692851;0
284.2507555;0;294.1020572;0.006692851;0
283.65;0;293.9900997;0.006692851;0
283.0081731;0;293.8760075;0.006692851;0
282.35;0;293.7605085;0.006692851;0
281.6;0;293.6420676;0.006692851;0
280.85;0;293.5184085;0.006692851;0
280.2125;0;293.3950247;0.006692851;0
279.65;0;293.2746989;0.006692851;0
279.1395833;0;293.1567845;0.006692851;0
278.65;0.003860381;293.0390735;0.044369904;0
278.1833333;0.043023888;292.9767919;0.999999933;1177.950437
277.75;0.098100398;292.9351785;1;1283.343523
277.4270833;0.164627511;292.9097783;1;1411.024187
277.25;0.237964044;292.915769;1;1553.836918
277.2604167;0.307933806;292.9571118;1;1694.119442
277.25;0.363733129;293.0255738;1;1809.091385
277.0621795;0.397637895;293.1033692;1;1879.343834
276.85;0.407737361;293.1836322;1;1901.323519
276.5524038;0.393634536;293.2543822;1;1872.503264
276.35;0.358782388;293.3063874;1;1802.07126
276.503125;0.309265898;293.2959092;1;1705.564541
276.75;0.26601706;293.3400255;1;1621.580455
276.899375;0.906803589;293.4685166;1;2965.694174
277.05;1;293.719778;1;3207.328309
277.2740625;1;294.0161083;1;3246.535852
277.65;1;294.3426957;1;3286.654158
278.3497768;1;294.6895202;1;3336.624122
279.15;1;295.041046;1;3391.245097
279.7307172;1;295.3833342;1;3437.492082
280.15;0.91288534;295.7027264;1;3259.513691
279.6862625;0.731097817;295.9524646;1;2807.392528
279.25;0.477871526;296.1168365;1;2188.483842
280.1083014;0.179601984;296.2550731;1;1502.460828
280.95;0;296.2885938;0.006692851;0
281.2986772;0;296.2144273;0.006692851;0
281.65;0;296.1111689;0.006692851;0
282.0892857;0;296.0185703;0.006692851;0
282.45;0;295.9097792;0.006692851;0
282.3666667;0;295.7332135;0.006692851;0
282.15;0;295.566851;0.006692851;0
282.1;0;295.4265439;0.006692851;0
282.05;0;295.2739451;0.006692851;0
282;0;295.1165787;0.006692851;0
281.95;0;294.9616858;0.006692851;0
281.3923077;0;294.7878199;0.006692851;0
280.65;0;294.5893075;0.006692851;0
280.255609;0;294.4708129;0.006692851;0
279.85;0;294.3105304;0.006692851;0
279.3895833;0;294.1550474;0.006692851;0
278.95;0;294.0046799;0.006692851;0
278.55;0;293.859075;0.006692851;0
278.15;0;293.7151131;0.006692851;0
277.75;0;293.5725992;0.006692851;0
277.35;0;293.4313943;0.006692851;0
276.975;0;293.2936073;0.006692851;0
276.55;0;293.1562668;0.006692851;0
275.975;0.00498698;293.0126467;0.075403063;0
275.35;0.053373964;292.9669797;1;1193.555228
274.75;0.110563409;292.9208369;1;1297.140874
274.15;0.181619464;292.8633127;1;1425.141911
273.8605;0.270501871;292.8243445;1;1587.886412
273.85;0.370146938;292.8229958;1;1776.184704
274.052;0.468315616;292.8617815;1;1969.782764
274.15;0.552841879;292.9411227;1;2142.289735
273.5625;0.611538005;293.0308476;1;2255.016423
272.85;0.64279747;293.1101042;1;2310.253035
272.4053571;0.650803371;293.1856401;1;2324.088384
272.15;0.636334549;293.2606885;1;2296.306269
272.3207792;0.599375591;293.2923425;1;2230.937524
273.05;0.555090148;293.4038995;1;2159.324635
274.2551136;1;293.6438347;1;3106.786548
275.45;1;294.0392801;1;3175.677931
276.4;1;294.5441331;1;3235.931309
277.25;1;295.1247856;1;3294.700292
277.9729167;0.978531709;295.744388;1;3302.361921
278.55;0.769235176;296.3718719;1;2847.555981
278.9;0.371299414;296.9334472;1;1932.021084
279.25;0;297.3317153;0.006692851;0
279.8083333;0;297.5927108;0.006692851;0
280.35;0;297.8005112;0.006692851;0
280.753125;0;297.9198268;0.006692851;0
281.15;0;298.00991;0.006692851;0
281.6760417;0;298.1026107;0.006692851;0
282.15;0;298.1712945;0.006692851;0
282.4151515;0;298.1678135;0.006692851;0
282.65;0;298.1110089;0.006692851;0
282.9681818;0;297.9920562;0.006692851;0
283.25;0;297.8188932;0.006692851;0
283.3115385;0;297.6206044;0.006692851;0
283.25;0;297.4129737;0.006692851;0
283.1793706;0;297.2096647;0.006692851;0
283.05;0;297.0052028;0.006692851;0
282.7590909;0;296.788178;0.006692851;0
282.15;0;296.5625721;0.006692851;0
281.2576923;0;296.4043662;0.006692851;0
280.35;0;296.1969423;0.006692851;0
279.5346154;0;295.9973379;0.006692851;0
278.75;0;295.8045429;0.006692851;0
278.0771368;0;295.6184792;0.006692851;0
277.55;0;295.4412552;0.006692851;0
277.4767512;0;295.2773819;0.006692851;0
277.45;0;295.1271023;0.006692851;0
276.6863043;0;294.9598704;0.006692851;0
275.95;0;294.7775521;0.006692851;0
275.6857692;0;294.6166531;0.006692851;0
275.65;0;294.47058;0.006692851;0
275.8017308;0;294.3405364;0.006692851;0
275.95;0;294.223632;0.006692851;0
276.0621429;0;294.1059266;0.006692851;0
276.15;0;293.9828886;0.006692851;0
276.05;0;293.8572145;0.006692851;0
275.95;0;293.729909;0.006692851;0
276.1319196;0;293.6157707;0.006692851;0
276.35;0;293.5135994;0.006692851;0
276.3765625;0;293.4112663;0.006692851;0
276.45;0;293.3093411;0.006692851;0
276.9565972;0;293.1679895;0.006692851;0
277.55;0.001670739;293.1078592;0.015297796;0
277.8361111;0.717319476;293.2665063;1;2538.833567
278.15;1;293.5946873;1;3184.285358
278.855303;1;294.0100296;1;3255.49373
279.55;1;294.4422699;1;3322.769409
279.9363636;1;294.8572947;1;3374.368997
280.25;1;295.2634241;1;3419.49239
280.5026316;0.945666289;295.6556529;1;3325.70173
280.65;0.774358983;295.9924247;1;2925.002895
280.2008167;0.504792998;296.2174434;1;2264.927492
279.65;0.173309029;296.2926682;1;1483.458305
279.9374608;0;296.2253142;0.006692851;0
280.25;0;296.0678266;0.006692851;0
279.7372159;0;295.8625537;0.006692851;0
